narrative_id,author_type,sentence_index,sentence_text,is_passive,is_agentless,has_first_person,has_agency_verb,agency_score,voice,compound,positive,negative,neutral,sentiment_label,intensity,affective_words
C002,caregiver,3,It felt like we were being watched by a giant spotlight surveying the grounds.,True,False,True,False,0.5,passive,0.3612,0.161,0.0,0.839,positive,0.3612,0
C002,caregiver,4,We pushed through the entrance and gave the guard a nod.,False,False,True,True,1.0,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C002,caregiver,5,They were ready for us.,False,False,False,False,0.5,active,0.3612,0.385,0.0,0.615,positive,0.3612,0
C002,caregiver,6,"The metal detector cried out when my stethoscope violated its invisible border, as if it knew we were here to take away one of its coveted possessions.",False,False,True,False,0.8,active,-0.7184,0.0,0.194,0.806,negative,0.7184,1
C002,caregiver,7,"As we navigated the long, narrow hallways, the rusty wheels of the bed put up only a half-hearted fight, like an aged boxer going through the motions of just one more round.",False,False,True,True,1.0,active,-0.0258,0.071,0.074,0.855,neutral,0.0258,0
C002,caregiver,8,It knew these halls well.,False,False,False,False,0.5,active,0.2732,0.344,0.0,0.656,positive,0.2732,0
C002,caregiver,9,"Blank stares came from the tiny cells around us; our green scrubs fantastically contrasting with their blue ones, as if we were in some deep-sea exhibit.",False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C002,caregiver,10,"Our entourage of police and paramedics found the girl in the infirmary, which looked like it was straight out of a Hitchcock film—archaic medical devices lined up against the walls, contorting our faces in their cold, metallic reflections.",False,False,False,False,0.5,active,0.5267,0.109,0.0,0.891,positive,0.5267,0
C002,caregiver,11,Handcuffs swallowed the prisoner's wrists and ankles as the guards fixed her into a position that resembled a spider sticking to its web.,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C002,caregiver,12,She was quiet and still.,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C002,caregiver,13,The Eastern European guard— bound by the rigid rules of his paperwork—was reluctant to turn the patient over to us without first filling in his line marked for complications: “None” was an unacceptable option to him.,False,False,False,False,0.5,active,-0.6705,0.0,0.165,0.835,negative,0.6705,0
C002,caregiver,14,"Apparently, a 7-pound object ready to burst out of the prisoner was not enough.",False,False,False,False,0.5,active,-0.25,0.139,0.194,0.667,negative,0.25,0
C002,caregiver,15,"My stethoscope scanned her body, searching for any signs of abnormality.",False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C002,caregiver,16,I briefly thought of the irony of the term “HELLP syndrome” before I told the guard that the prisoner seemed stable.,False,False,True,False,0.8,active,-0.3612,0.088,0.189,0.723,negative,0.3612,0
C002,caregiver,17,"He suspiciously smiled his jaundiced teeth at her and let us go, but not before reminding us that “those cuffs are going to have to stay on for the entire delivery.”",False,False,False,False,0.5,active,0.1027,0.068,0.056,0.876,positive,0.1027,0
C002,caregiver,18,"The police officer with us mumbled something under his breath, and we whisked the patient back down the same narrow hallway, past the same blank stares.",False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C002,caregiver,19,"“Social Work will meet us at L&D to take the baby into custody after the delivery,” the paramedic instructed.",False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C002,caregiver,20,"“Oh, and please don't push yet.”",False,False,False,True,0.7,active,0.3182,0.315,0.0,0.685,positive,0.3182,0
C002,caregiver,21,"After we loaded the prisoner into the back of the ambulance, along with the pair of armed police officers, the prisoner and I made eye contact for the first time.",False,False,True,True,1.0,active,-0.7906,0.0,0.2,0.8,negative,0.7906,0
C002,caregiver,22,What I saw surprised me.,False,False,True,False,0.8,active,0.2263,0.322,0.0,0.678,positive,0.2263,0
C002,caregiver,23,Her eyes were filled with sorrow and loneliness—a look completely unlike what I had become used to seeing on the labor and delivery deck.,True,True,True,False,0.3,passive,-0.5267,0.0,0.129,0.871,negative,0.5267,0
C002,caregiver,24,"I knew nothing about this woman's past, but it didn't matter.",False,False,True,False,0.8,active,-0.0286,0.0,0.1,0.9,neutral,0.0286,0
C002,caregiver,25,"She was a soon-to-be mother, plagued by the knowledge that her firstborn child would be taken from her.",True,False,False,False,0.2,passive,0.0,0.0,0.0,1.0,neutral,0.0,0
C002,caregiver,26,"It seemed like a plot line out of a Greek tragedy, and I had become a part of it.",False,False,True,False,0.8,active,-0.4404,0.105,0.184,0.711,negative,0.4404,0
C002,caregiver,27,Not once in those 20 minutes inside the jail did it occur to me to introduce myself.,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C002,caregiver,28,It was at that moment that something else began to bother me.,False,False,False,False,0.5,active,-0.34,0.0,0.179,0.821,negative,0.34,0
C002,caregiver,29,"I debated whether what I was about to ask would be laughed off, or if it would be viewed as another naive question from a medical student along for his first ambulance ride.",True,True,True,True,0.5,passive,0.2263,0.083,0.058,0.859,positive,0.2263,0
C002,caregiver,30,"I didn't want them to think it was a joke, because it wasn't.",False,False,True,False,0.8,active,0.2448,0.153,0.085,0.763,positive,0.2448,0
C002,caregiver,31,I decided to risk it and turned back toward the paramedic.,False,False,True,True,1.0,active,-0.2732,0.0,0.174,0.826,negative,0.2732,0
C002,caregiver,32,“How do you deliver a baby when your legs are handcuffed to the bed?”,True,True,False,False,0.0,passive,0.0,0.0,0.0,1.0,neutral,0.0,0
C002,caregiver,33,"The paramedic paused for a second, shrugged her shoulders and said, “I always try and leave before that part.”",False,False,True,False,0.8,active,-0.0516,0.0,0.062,0.938,negative,0.0516,1
C003,caregiver,0,“I have a very big favor to ask you.”,False,False,True,True,1.0,active,0.4549,0.271,0.0,0.729,positive,0.4549,0
C003,caregiver,1,"Most members of my synagogue had heard, at one time or another, the unmistakable voice of Rachel Rosen at the other end of the phone.",False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,2,"For almost any organized activity—a Sunday school picnic, a charity drive, a reception for a new family, an evening lecture by a visiting scholar—“Rachel the Arranger” could be found working behind the scenes, making sure the event went off perfectly.",True,False,False,True,0.4,passive,0.8519,0.201,0.0,0.799,positive,0.8519,0
C003,caregiver,3,I immediately began to compose my regrets.,False,False,True,False,0.8,active,-0.3612,0.0,0.294,0.706,negative,0.3612,0
C003,caregiver,4,This was not a good time for big favors.,False,False,False,False,0.5,active,-0.1043,0.175,0.211,0.614,negative,0.1043,0
C003,caregiver,5,"My children were out of school for the summer, my wife was increasingly busy with her new practice, and I had a big grant due at the end of the month.",False,False,True,False,0.8,active,0.3612,0.077,0.0,0.923,positive,0.3612,0
C003,caregiver,6,"“I don't know if you've heard the bad news,” she warned, and then proceeded to tell me that one of our congregants, who was also one of my colleagues at the Medical Center, had tragically died of a heart attack while jogging earlier that day.",False,False,True,False,0.8,active,-0.8957,0.071,0.27,0.659,negative,0.8957,0
C003,caregiver,7,“I'm lining up Shomerim for tonight; I hope you can help.”,False,False,True,False,0.8,active,0.4404,0.225,0.0,0.775,positive,0.4404,1
C003,caregiver,8,Jewish tradition dictates that the body of the deceased is never left alone from the moment of death until it is laid to rest in the earth.,True,True,False,False,0.0,passive,-0.4871,0.057,0.127,0.816,negative,0.4871,1
C003,caregiver,9,Pious members of the congregation wash the body; dress it in a simple white shroud; and place it in a closed wooden casket.,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,10,"Then Shomerim—watchmen—stand a constant vigil through the night, praying and reading psalms to comfort and honor its soul.",False,False,False,False,0.5,active,0.802,0.353,0.0,0.647,positive,0.802,0
C003,caregiver,11,But these customs are not usually practiced in the Reform Jewish tradition in which I was brought up.,True,True,True,False,0.3,passive,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,12,"Yet, I had unknowingly stood as a Shomer once before.",False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,13,"It was Christmas Eve of my intern year, and I had volunteered to take call.",False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,14,"Preholiday discharges had emptied the hospital of all but the critically ill, the sickest of whom was Mildred Rubenstein, an elderly woman who had suffered a massive heart attack and was dying.",False,False,False,False,0.5,active,-0.7717,0.125,0.292,0.583,negative,0.7717,0
C003,caregiver,15,“Has anyone notified the family?”,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,16,"They had: Her only son was flying in from California, but an ice storm had delayed all of the flights into Chicago.",False,False,False,False,0.5,active,-0.3291,0.0,0.101,0.899,negative,0.3291,0
C003,caregiver,17,I scribbled some notes in her chart and then retired to the call room.,False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,18,"My goal was not to leave it for anything except the most urgent emergencies until 6:00 a.m., when my shift ended.",False,False,False,False,0.5,active,0.3051,0.146,0.0,0.854,positive,0.3051,0
C003,caregiver,19,I was soon deep asleep.,False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,20,"Sometime soon thereafter, the phone rang.",False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,21,"Mrs. Rubenstein had died, and the charge nurse wanted me to come up to pronounce her death.",False,False,False,False,0.5,active,-0.8176,0.0,0.333,0.667,negative,0.8176,0
C003,caregiver,22,“Can't this wait until morning?”,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,23,"“No, it can't.”",False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,24,"Disgruntled, I trudged back to the CCU.",False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,25,"I verified absent vital signs, filled out the requisite paperwork, and watched the nurses perform their final rituals and wheel the body away.",False,False,True,False,0.8,active,0.296,0.091,0.0,0.909,positive,0.296,0
C003,caregiver,26,I then hastened back to the sanctuary of the call room and sleep.,False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,27,The phone rang again around 4:00 a.m.,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,28,Mrs. Rubenstein's son had arrived.,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,29,"The nurses had informed him of his mother's passing, but he was asking to see me.",False,False,False,True,0.7,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,30,“What does he want?”,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,31,“He wants to see the doctor.”,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,32,Once again I returned to the CCU.,False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,33,Mrs. Rubenstein's son was seated at the conference room table.,True,True,False,False,0.0,passive,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,34,"He was still wearing his trench coat, his hair was soaked from the storm, and a deep sadness lay in his eyes.",True,True,False,False,0.0,passive,-0.4404,0.0,0.121,0.879,negative,0.4404,0
C003,caregiver,35,"“I'm so sorry about your mother,” I said.",False,False,True,False,0.8,active,-0.1513,0.0,0.185,0.815,negative,0.1513,0
C003,caregiver,36,“Can I see her?”,False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,37,“They've already taken her downstairs.”,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,38,I want to see her one last time.”,False,False,True,False,0.8,active,0.0772,0.157,0.0,0.843,positive,0.0772,0
C003,caregiver,39,One last time . .,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,40,"by Jewish tradition, her casket would be closed.",True,False,False,False,0.2,passive,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,41,This was his last chance to visit with his mother.,False,False,False,False,0.5,active,0.25,0.182,0.0,0.818,positive,0.25,0
C003,caregiver,42,"I called a security officer, who met us in the basement and unlocked the morgue.",False,False,True,False,0.8,active,0.34,0.146,0.0,0.854,positive,0.34,0
C003,caregiver,43,"Inside, I was dismayed to find 10 enshrouded cadavers on gurneys crammed into the walk-in refrigerator.",True,True,True,False,0.3,passive,-0.4404,0.0,0.162,0.838,negative,0.4404,0
C003,caregiver,44,"I circled around them, searching for any identifying feature, but not even a toe tag was visible.",False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,45,"Tentatively, I unwrapped the most promising candidate; it was not Mrs. Rubenstein.",False,False,True,False,0.8,active,0.4576,0.214,0.0,0.786,positive,0.4576,0
C003,caregiver,46,I found her on the fourth try.,False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,47,"I wiped the secretions from around her mouth and straightened out her hair as best I could, then wheeled the gurney into an empty freight elevator, the only place that offered any privacy.",False,False,True,False,0.8,active,0.5267,0.114,0.049,0.838,positive,0.5267,0
C003,caregiver,48,"“You can come in now,” I announced, and retreated a respectful distance.",False,False,True,False,0.8,active,0.4588,0.214,0.0,0.786,positive,0.4588,0
C003,caregiver,49,I heard her son speaking softly to her and then heard sobbing.,False,False,True,False,0.8,active,-0.3818,0.0,0.191,0.809,negative,0.3818,0
C003,caregiver,50,After some time he emerged.,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,51,"“Thank you so much, Doctor,” he said, taking my hand.",False,False,False,False,0.5,active,0.4939,0.262,0.0,0.738,positive,0.4939,0
C003,caregiver,52,But he made no move to leave.,False,False,False,False,0.5,active,-0.4767,0.0,0.451,0.549,negative,0.4767,0
C003,caregiver,53,"“We should go back now,” I said.",False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,54,Could I ask you for one more favor?,False,False,True,True,1.0,active,0.4576,0.3,0.0,0.7,positive,0.4576,0
C003,caregiver,55,Would you stay with my mother until the funeral director arrives?”,False,False,False,False,0.5,active,-0.3612,0.0,0.2,0.8,negative,0.3612,0
C003,caregiver,56,"What a strange request, I thought to myself.",False,False,True,True,1.0,active,-0.2023,0.0,0.205,0.795,negative,0.2023,0
C003,caregiver,57,and I'm tired and I just want to go back to sleep.,False,False,True,False,0.8,active,-0.3818,0.092,0.204,0.704,negative,0.3818,0
C003,caregiver,58,"But still, something finally moved me to assent.",False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,59,"“Go get some rest,” I told him at last.",False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,60,“I'll stay here with your mother.”,False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,61,"The security guard escorted him away, I pulled up a chair, and once again I was alone with Mrs. Rubenstein.",False,False,True,False,0.8,active,0.1027,0.107,0.089,0.804,positive,0.1027,0
C003,caregiver,62,"Exhausted, I fell into a fitful dream: I began to hear chanting in Hebrew, I could make out people standing around a grave—I was at my sister's funeral.",False,False,True,False,0.8,active,-0.4588,0.062,0.156,0.781,negative,0.4588,0
C003,caregiver,63,"Most of the faces were blurred, but one stood out with startling clarity.",True,True,False,False,0.0,passive,0.6124,0.312,0.0,0.688,positive,0.6124,0
C003,caregiver,64,"It was Dr. Anya Petrovsky, the pediatric oncologist who had cared for my sister throughout her illness.",False,False,False,False,0.5,active,0.0258,0.137,0.132,0.732,neutral,0.0258,0
C003,caregiver,65,"A large, imposing Russian woman, she was known among the housestaff as “The Commissar.”",True,True,False,False,0.0,passive,-0.1027,0.0,0.097,0.903,negative,0.1027,0
C003,caregiver,66,My sister—one of the few who could evoke her gentleness—had called her Dr. Anna.,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,67,Silent tears were streaming down her face.,False,False,False,False,0.5,active,-0.2263,0.0,0.241,0.759,negative,0.2263,0
C003,caregiver,68,She was attending her patient for the last time.,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,69,"I jolted awake, disoriented and strangely disturbed.",False,False,True,False,0.8,active,-0.743,0.0,0.646,0.354,negative,0.743,0
C003,caregiver,70,"After a few moments, I did the most peculiar thing: I started talking to Mrs. Rubenstein about my sister.",False,False,True,False,0.8,active,0.2247,0.095,0.0,0.905,positive,0.2247,0
C003,caregiver,71,“She was only fourteen years old.,False,False,False,False,0.5,active,0.0,0.0,0.0,1.0,neutral,0.0,0
C003,caregiver,72,"You know, she had been doing really well, but then she started getting so weak.",False,False,False,False,0.5,active,-0.6614,0.086,0.258,0.656,negative,0.6614,0
C003,caregiver,73,They put her in Children's Hospital and I visited her every night.,False,False,True,False,0.8,active,0.0,0.0,0.0,1.0,neutral,0.0,1
C003,caregiver,74,"I'd bring her ice cream and hold her hand, and we'd talk about my college life.",False,False,True,False,0.8,active,0.4939,0.176,0.0,0.824,positive,0.4939,0
C003,caregiver,75,"One night there was a big dance on campus, but I didn't want to leave her. 'Go have some fun,' she said.",False,False,True,False,0.8,active,0.653,0.218,0.051,0.731,positive,0.653,0
